created_at,tree_id,block_id,the_geom,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,spc_common,steward,guards,sidewalk,user_type,problems,root_stone,root_grate,root_other,trnk_wire,trnk_light,trnk_other,brnch_ligh,brnch_shoe,brnch_othe,address,zipcode,zip_city,cb_num,borocode,boroname,cncldist,st_assem,st_senate,nta,nta_name,boro_ct,state,latitude,longitude,x_sp,y_sp
08/31/2015,192343,310383,POINT (-73.82775783357874 40.70804316075099),4,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,Damage,TreesCount Staff,RootOther,No,No,Yes,No,No,No,No,No,No,84-017 AUSTIN STREET,11415,Kew Gardens,409,4,Queens,29,27,14,QN60,Kew Gardens,4013800,New York,40.70804316,-73.82775783,1032003.65776,197282.652072
08/29/2015,185408,505452,POINT (-73.89356280659683 40.854150413253436),3,0,OnCurb,Alive,Fair,Quercus palustris,pin oak,1or2,None,Damage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,493 FLETCHER PLACE,10457,Bronx,206,2,Bronx,15,78,33,BX01,Claremont-Bathgate,2038500,New York,40.85415041,-73.89356281,1013694.74458,250485.430509
08/30/2015,188848,223445,POINT (-73.97219692553418 40.67448407886921),20,0,OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,Helpful,NoDamage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,33 8 AVENUE,11217,Brooklyn,306,3,Brooklyn,39,52,21,BK37,Park Slope-Gowanus,3015900,New York,40.67448408,-73.97219693,991962.209957,185010.368874
09/01/2015,193424,340683,POINT (-73.88675751631662 40.74791142574887),4,0,OnCurb,Alive,Good,Tilia tomentosa,silver linden,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,37-055 79 STREET,11372,Jackson Heights,403,4,Queens,25,39,13,QN28,Jackson Heights,4028500,New York,40.74791143,-73.88675752,1015627.39491,211781.23364
09/03/2015,199742,216385,POINT (-73.95290345456327 40.732428772706186),24,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,174 INDIA STREET,11222,Brooklyn,301,3,Brooklyn,33,50,18,BK76,Greenpoint,3057500,New York,40.73242877,-73.95290345,997302.616271,206123.639312
08/30/2015,190305,345712,POINT (-73.90812503505795 40.7116081337096),7,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,1or2,Unsure,NoDamage,Volunteer,BranchLights,No,No,No,No,No,No,Yes,No,No,2146 HIMROD STREET,11385,Ridgewood,405,4,Queens,30,37,15,QN20,Ridgewood,4059500,New York,40.71160813,-73.90812504,1009720.72595,198547.887731
08/31/2015,191409,223552,POINT (-74.00026517266997 40.67549229098254),2,0,OnCurb,Alive,Poor,Ginkgo biloba,ginkgo,None,None,NoDamage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,155 WEST 9 STREET,11231,Brooklyn,306,3,Brooklyn,39,52,25,BK33,Carroll Gardens-Columbia Street-Red Hook,3006500,New York,40.67549229,-74.00026517,984176.445673,185376.465583
08/26/2015,178682,309170,POINT (-73.86464889139089 40.6915788427471),17,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,Volunteer,BranchLights,No,No,No,No,No,No,Yes,No,No,86-061 77 STREET,11421,Woodhaven,409,4,Queens,30,38,12,QN53,Woodhaven,4000400,New York,40.69157884,-73.86464889,1021784.99316,191266.261218
08/30/2015,190414,109921,POINT (-73.94210193069716 40.78789328010359),7,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,345 EAST 103 STREET,10029,New York,111,1,Manhattan,8,68,29,MN33,East Harlem South,1016400,New York,40.78789328,-73.94210193,1000282.85801,226332.966347
08/30/2015,190416,109921,POINT (-73.9419611929219 40.78783375553312),8,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,Unsure,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,347 EAST 103 STREET,10029,New York,111,1,Manhattan,8,68,29,MN33,East Harlem South,1016400,New York,40.78783376,-73.94196119,1000321.84481,226311.305301
08/30/2015,190448,106096,POINT (-73.98452072469324 40.76972847297539),12,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,3or4,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,8 COLUMBUS AVENUE,10023,New York,107,1,Manhattan,3,67,27,MN14,Lincoln Square,1014500,New York,40.76972847,-73.98452072,988537.617069,219709.994029
08/26/2015,178073,321775,POINT (-73.7369603195122 40.76247632430886),15,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,246-032 VAN ZANDT AVENUE,11362,Little Neck,411,4,Queens,19,26,11,QN45,Douglas Manor-Douglaston-Little Neck,4150701,New York,40.76247632,-73.73696032,1057117.40018,217176.82193
09/05/2015,204422,106852,POINT (-73.97068057907929 40.79852698545935),11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,Damage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,840 WEST END AVENUE,10025,New York,107,1,Manhattan,6,69,31,MN12,Upper West Side,1018700,New York,40.79852699,-73.97068058,992367.69832,230203.252898
09/07/2015,208132,106411,POINT (-73.97266370915261 40.783252053270644),16,0,OnCurb,Alive,Fair,Ginkgo biloba,ginkgo,1or2,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,32 WEST 82 STREET,10024,New York,107,1,Manhattan,6,67,29,MN12,Upper West Side,1016500,New York,40.78325205,-73.97266371,991820.363784,224637.891653
08/27/2015,179743,348463,POINT (-73.83669371259656 40.72139765514731),11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,113-014 72 ROAD,11375,Forest Hills,406,4,Queens,29,27,14,QN17,Forest Hills,4075701,New York,40.72139766,-73.83669371,1029517.14272,202143.347404
08/30/2015,190450,340677,POINT (-73.89186243201857 40.74871959996822),4,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,Helpful,NoDamage,Volunteer,BranchLights,No,No,No,No,No,No,Yes,No,No,37-006 74 STREET,11372,Jackson Heights,403,4,Queens,25,34,16,QN28,Jackson Heights,4028900,New York,40.7487196,-73.89186243,1014212.55456,212073.889878
08/30/2015,188506,109048,POINT (-73.94752996439644 40.80027874065467),7,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,2 WEST 115 STREET,10026,New York,110,1,Manhattan,9,70,30,MN11,Central Harlem South,1019000,New York,40.80027874,-73.94752996,998777.050002,230844.470775
08/29/2015,186215,504289,POINT (-73.89803995496325 40.852605935346155),4,0,OnCurb,Alive,Good,Quercus phellos,willow oak,3or4,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,2099 WEBSTER AVENUE,10457,Bronx,205,2,Bronx,15,86,33,BX41,Mount Hope,2037900,New York,40.85260594,-73.89803996,1012456.84351,249921.245286
09/02/2015,196226,206081,POINT (-73.9760626512705 40.612163234617874),25,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,6308 24 AVENUE,11204,Brooklyn,311,3,Brooklyn,44,48,17,BK29,Bensonhurst East,3043600,New York,40.61216323,-73.97606265,990896.11268,162304.86901
07/01/2015,45313,212850,POINT (-73.90053385083098 40.61808417218004),3,0,OnCurb,Alive,Good,Syringa reticulata,Japanese tree lilac,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2314 ROYCE STREET,11234,Brooklyn,318,3,Brooklyn,46,59,19,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3070600,New York,40.61808417,-73.90053385,1011863.9382,164476.791175
07/25/2015,91723,345159,POINT (-73.90945941732954 40.70536739761372),4,0,OnCurb,Alive,Good,Syringa reticulata,Japanese tree lilac,3or4,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,579 ONDERDONK AVENUE,11385,Ridgewood,405,4,Queens,34,37,12,QN20,Ridgewood,4059100,New York,40.7053674,-73.90945942,1009353.14204,196273.815507
08/13/2015,142796,336702,POINT (-73.7609765579286 40.661322820146076),2,0,OnCurb,Alive,Good,Syringa reticulata,Japanese tree lilac,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,146-033 SPRINGFIELD LANE,11413,Springfield Gardens,413,4,Queens,31,31,10,QN03,Springfield Gardens South-Brookville,4032000,New York,40.66132282,-73.76097656,1050564.9858,180304.601711
06/08/2015,13729,315689,POINT (-73.82940714393352 40.790184170689315),3,0,OnCurb,Alive,Good,Syringa reticulata,Japanese tree lilac,3or4,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,41 141 STREET,11357,Whitestone,407,4,Queens,19,27,11,QN49,Whitestone,4094500,New York,40.79018417,-73.82940714,1031488.11056,227208.315318
07/21/2015,82681,106680,POINT (-73.97311462367175 40.79191864631761),4,0,OnCurb,Alive,Fair,Eucommia ulmoides,hardy rubber tree,1or2,Harmful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,215 WEST 92 STREET,10025,New York,107,1,Manhattan,6,67,30,MN12,Upper West Side,1017900,New York,40.79191865,-73.97311462,991694.52086,227795.389603
07/21/2015,82682,106680,POINT (-73.97301172637026 40.79187516412234),6,0,OnCurb,Alive,Fair,Eucommia ulmoides,hardy rubber tree,1or2,Harmful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,206 WEST 92 STREET,10025,New York,107,1,Manhattan,6,67,30,MN12,Upper West Side,1017900,New York,40.79187516,-73.97301173,991723.01785,227779.556302
08/08/2015,128473,221247,POINT (-73.9474168688371 40.69112481735475),15,0,OnCurb,Alive,Good,Syringa reticulata,Japanese tree lilac,1or2,None,NoDamage,Volunteer,"MetalGrates,WiresRope",No,Yes,No,Yes,No,No,No,No,No,189 KOSCIUSZKO STREET,11216,Brooklyn,303,3,Brooklyn,36,56,25,BK75,Bedford,3026100,New York,40.69112482,-73.94741687,998832.234275,191076.224525
07/21/2015,82999,201511,POINT (-73.86094664855698 40.67125732744783),3,0,OnCurb,Alive,Poor,Syringa reticulata,Japanese tree lilac,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,765 DREW STREET,11208,Brooklyn,305,3,Brooklyn,42,60,19,BK82,East New York,3120800,New York,40.67125733,-73.86094665,1022823.43531,183864.16349
08/01/2015,110326,220839,POINT (-73.9481545871924 40.68579463680358),7,0,OnCurb,Alive,Fair,Syringa reticulata,Japanese tree lilac,1or2,Helpful,Damage,Volunteer,"Stones,BranchOther",Yes,No,No,No,No,No,No,No,Yes,261 MONROE STREET,11216,Brooklyn,303,3,Brooklyn,36,56,25,BK75,Bedford,3025100,New York,40.68579464,-73.94815459,998628.801283,189134.162464
08/01/2015,110076,220588,POINT (-73.95615175052609 40.68262310808155),3,0,OnCurb,Alive,Poor,Eucommia ulmoides,hardy rubber tree,1or2,None,NoDamage,Volunteer,TrunkOther,No,No,No,No,No,Yes,No,No,No,29 JEFFERSON AVENUE,11238,Brooklyn,303,3,Brooklyn,35,57,25,BK69,Clinton Hill,3022700,New York,40.68262311,-73.95615175,996411.44745,187977.471208
08/31/2015,191533,223889,POINT (-74.00033786723114 40.67844785649481),8,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,46 4 PLACE,11231,Brooklyn,306,3,Brooklyn,39,52,25,BK33,Carroll Gardens-Columbia Street-Red Hook,3006500,New York,40.67844786,-74.00033787,984156.285609,186453.26297
08/29/2015,187686,406575,POINT (-74.10596836867174 40.581982027737226),9,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,1or2,None,NoDamage,Volunteer,BranchLights,No,No,No,No,No,No,Yes,No,No,999 NORTH RAILROAD AVENUE,10306,Staten Island,502,5,Staten Island,50,62,24,SI45,New Dorp-Midland Beach,5011402,New York,40.58198203,-74.10596837,954814.995538,151325.981191
08/31/2015,192952,108187,POINT (-73.95557195344692 40.78511612404607),13,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,3or4,Harmful,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,1311 MADISON AVENUE,10128,New York,108,1,Manhattan,4,73,28,MN40,Upper East Side-Carnegie Hill,1016001,New York,40.78511612,-73.95557195,996553.316917,225318.974937
08/30/2015,189557,219477,POINT (-73.97031916936832 40.69515505660059),18,0,OnCurb,Alive,Fair,Pyrus calleryana,Callery pear,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,84 VANDERBILT AVENUE,11205,Brooklyn,302,3,Brooklyn,35,50,25,BK68,Fort Greene,3018700,New York,40.69515506,-73.97031917,992480.523225,192541.576909
09/03/2015,200357,408958,POINT (-74.1891580988942 40.59463216688823),6,0,OnCurb,Alive,Good,Acer rubrum,red maple,1or2,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,124 CANNON AVENUE,10314,Staten Island,502,5,Staten Island,50,63,24,SI05,New Springville-Bloomfield-Travis,5029102,New York,40.59463217,-74.1891581,931717.230382,155973.661528
08/20/2015,161214,409975,POINT (-74.25213989247483 40.50655501474719),11,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,657 CRAIG AVENUE,10307,Staten Island,503,5,Staten Island,51,62,24,SI11,Charleston-Richmond Valley-Tottenville,5024401,New York,40.50655501,-74.25213989,914133.677623,123929.230538
09/07/2015,208628,220173,POINT (-73.9620861183635 40.690195583096646),14,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,Damage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,391 DEKALB AVENUE,11205,Brooklyn,302,3,Brooklyn,35,57,25,BK69,Clinton Hill,3019300,New York,40.69019558,-73.96208612,994764.338211,190735.575928
08/28/2015,181638,316451,POINT (-73.83209968764154 40.65090566588206),22,0,OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,164-024 99 STREET,11414,Howard Beach,410,4,Queens,32,23,15,QN57,Lindenwood-Howard Beach,4088400,New York,40.65090567,-73.83209969,1030839.79264,176463.517202
08/18/2015,156152,230655,POINT (-73.9563643729397 40.641096287341625),11,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1196 FLATBUSH AVENUE,11226,Brooklyn,314,3,Brooklyn,40,42,21,BK42,Flatbush,3051602,New York,40.64109629,-73.95636437,996360.012513,172848.058225
09/06/2015,206405,301259,POINT (-73.8932592460837 40.768040160515945),7,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,22-021 76 STREET,11370,East Elmhurst,401,4,Queens,22,36,13,QN72,Steinway,4031700,New York,40.76804016,-73.89325925,1013816.9507,219112.521142
09/06/2015,206524,300688,POINT (-73.91926268010846 40.758511125001725),4,0,OnCurb,Alive,Fair,Quercus palustris,pin oak,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,32-017 STEINWAY STREET,11103,Astoria,401,4,Queens,26,30,12,QN70,Astoria,4015700,New York,40.75851112,-73.91926268,1006617.25972,215633.073377
08/30/2015,189575,223043,POINT (-73.97731458465574 40.66742346930044),27,0,OnCurb,Alive,Fair,Quercus palustris,pin oak,None,None,Damage,Volunteer,"Stones,BranchOther",Yes,No,No,No,No,No,No,No,Yes,567 6 STREET,11215,Brooklyn,306,3,Brooklyn,39,44,21,BK37,Park Slope-Gowanus,3016500,New York,40.66742347,-73.97731458,990543.304331,182437.579072
08/19/2015,160781,103190,POINT (-73.97956171957601 40.729109578683705),10,0,OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,528 EAST 13 STREET,10009,New York,103,1,Manhattan,2,74,27,MN22,East Village,1003400,New York,40.72910958,-73.97956172,989914.668777,204911.505253
08/19/2015,160782,103190,POINT (-73.97945259947228 40.72906344781854),10,0,OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,530 EAST 13 STREET,10009,New York,103,1,Manhattan,2,74,27,MN22,East Village,1003400,New York,40.72906345,-73.9794526,989944.91642,204894.705418
09/02/2015,198510,108318,POINT (-73.96252446368055 40.80248807671816),27,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,419 CATHEDRAL PARKWAY,10025,New York,109,1,Manhattan,7,69,30,MN09,Morningside Heights,1019701,New York,40.80248808,-73.96252446,994625.272873,231647.277897
09/02/2015,196470,210467,POINT (-73.93480205341062 40.60282917137672),25,0,OffsetFromCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2160 STUART STREET,11229,Brooklyn,318,3,Brooklyn,46,59,22,BK44,Madison,3066600,New York,40.60282917,-73.93480205,1002354.48839,158910.057558
09/02/2015,196485,210467,POINT (-73.93586427311543 40.6037822514082),34,0,OffsetFromCurb,Alive,Good,Quercus palustris,pin oak,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2102 STUART STREET,11229,Brooklyn,318,3,Brooklyn,46,59,22,BK44,Madison,3066600,New York,40.60378225,-73.93586427,1002059.27178,159257.0713
08/27/2015,179858,348555,POINT (-73.83723304598277 40.72057354074849),6,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,112-025 72 DRIVE,11375,Forest Hills,406,4,Queens,29,27,15,QN17,Forest Hills,4075701,New York,40.72057354,-73.83723305,1029368.20207,201842.819461
08/27/2015,179992,226685,POINT (-73.96009956410596 40.657083698231375),17,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,661 FLATBUSH AVENUE,11225,Brooklyn,309,3,Brooklyn,40,43,21,BK60,Prospect Lefferts Gardens-Wingate,3079601,New York,40.6570837,-73.96009956,995320.747532,178672.216852
08/20/2015,160955,410029,POINT (-74.25127778121437 40.50768842713411),15,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,7684 AMBOY ROAD,10307,Staten Island,503,5,Staten Island,51,62,24,SI11,Charleston-Richmond Valley-Tottenville,5024401,New York,40.50768843,-74.25127778,914374.601681,124341.467903
09/03/2015,200633,315984,POINT (-73.81876222935303 40.79330055349544),20,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,"Stones,TrunkOther",Yes,No,No,No,No,Yes,No,No,No,147-063 8 AVENUE,11357,Whitestone,407,4,Queens,19,27,11,QN49,Whitestone,4097300,New York,40.79330055,-73.81876223,1034433.39339,228349.638167
09/07/2015,208621,220173,POINT (-73.96379117607096 40.689996145314296),13,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,349 DEKALB AVENUE,11205,Brooklyn,302,3,Brooklyn,35,57,25,BK69,Clinton Hill,3019300,New York,40.68999615,-73.96379118,994291.518947,190662.714853
08/29/2015,186225,504289,POINT (-73.89744197441142 40.853599835506905),19,0,OffsetFromCurb,Alive,Fair,Quercus palustris,pin oak,None,None,Damage,Volunteer,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,2144 WEBSTER AVENUE,10457,Bronx,205,2,Bronx,15,86,33,BX41,Mount Hope,2037900,New York,40.85359984,-73.89744197,1012621.84843,250283.553944
09/07/2015,208721,219236,POINT (-73.9688768045592 40.69148609405833),9,0,OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,None,Damage,Volunteer,"Stones,RootOther",Yes,No,Yes,No,No,No,No,No,No,222 CLINTON AVENUE,11205,Brooklyn,302,3,Brooklyn,35,57,25,BK69,Clinton Hill,3019500,New York,40.69148609,-73.9688768,992880.967306,191205.004779
08/30/2015,189669,223044,POINT (-73.97741640241581 40.667787790264114),29,0,OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,Harmful,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,511 8 AVENUE,11215,Brooklyn,306,3,Brooklyn,39,44,21,BK37,Park Slope-Gowanus,3016500,New York,40.66778779,-73.9774164,990515.024203,182570.304201
08/26/2015,178705,410681,POINT (-74.16171365712113 40.52973628114718),8,0,OnCurb,Alive,Fair,Pyrus calleryana,Callery pear,None,None,NoDamage,TreesCount Staff,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,160 BATHGATE STREET,10312,Staten Island,503,5,Staten Island,51,62,24,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5017600,New York,40.52973628,-74.16171366,939295.412076,132315.284632
09/01/2015,195968,108021,POINT (-73.9597417987497 40.780276075451035),9,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,3or4,Helpful,NoDamage,Volunteer,"RootOther,TrunkOther,BranchOther",No,No,Yes,No,No,Yes,No,No,Yes,18 EAST 85 STREET,10028,New York,108,1,Manhattan,4,73,28,MN40,Upper East Side-Carnegie Hill,1015001,New York,40.78027608,-73.9597418,995399.385498,223555.022756
08/31/2015,191528,223889,POINT (-74.0008485790871 40.67858979385837),23,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,30 4 PLACE,11231,Brooklyn,306,3,Brooklyn,39,52,25,BK33,Carroll Gardens-Columbia Street-Red Hook,3006500,New York,40.67858979,-74.00084858,984014.629724,186504.975793
08/25/2015,173487,217411,POINT (-73.9510691678833 40.70894311017653),9,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,409 HEWES STREET,11211,Brooklyn,301,3,Brooklyn,34,53,18,BK73,North Side-South Side,3052700,New York,40.70894311,-73.95106917,997815.760914,197567.370663
08/30/2015,189981,106510,POINT (-73.9697093582422 40.786271062189314),14,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,Harmful,NoDamage,Volunteer,TrunkOther,No,No,No,No,No,Yes,No,No,No,16 WEST 87 STREET,10024,New York,107,1,Manhattan,6,69,29,MN12,Upper West Side,1017300,New York,40.78627106,-73.96970936,992638.145285,225738.0886
09/04/2015,201895,228570,POINT (-73.98033163750445 40.635899268491926),2,0,OnCurb,Alive,Fair,Ginkgo biloba,ginkgo,3or4,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,4001 16 AVENUE,11218,Brooklyn,312,3,Brooklyn,39,44,17,BK88,Borough Park,3047800,New York,40.63589927,-73.98033164,989708.90344,170952.240166
09/08/2015,209165,503928,POINT (-73.91931344239157 40.84563585130218),4,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,TreesCount Staff,BranchOther,No,No,No,No,No,No,No,No,Yes,1541 SHAKESPEARE AVENUE,10452,Bronx,205,2,Bronx,14,77,29,BX36,University Heights-Morris Heights,2021301,New York,40.84563585,-73.91931344,1006573.95829,247375.644734
09/25/2015,260107,217387,POINT (-73.94188758985288 40.709294442284474),6,0,OnCurb,Dead,,,,,,,Volunteer,,No,No,No,No,No,No,No,No,No,184 STAGG WALK,11206,Brooklyn,301,3,Brooklyn,34,53,18,BK78,Bushwick South,3049300,New York,40.70929444,-73.94188759,1000361.20956,197696.926834
09/08/2015,209608,101428,POINT (-74.00027276844556 40.725510118731094),7,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,1or2,Helpful,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,129 PRINCE STREET,10012,New York,102,1,Manhattan,1,66,26,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1004900,New York,40.72551012,-74.00027277,984174.395481,203599.449478
08/25/2015,173987,408882,POINT (-74.08357190312346 40.582201722921276),3,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,582 SEAVIEW AVENUE,10305,Staten Island,502,5,Staten Island,50,64,24,SI36,Old Town-Dongan Hills-South Beach,5011201,New York,40.58220172,-74.0835719,961036.172072,151399.291083
08/30/2015,189556,219477,POINT (-73.9703110073249 40.69511435672457),5,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,86 VANDERBILT AVENUE,11205,Brooklyn,302,3,Brooklyn,35,50,25,BK68,Fort Greene,3018700,New York,40.69511436,-73.97031101,992482.791593,192526.749511
09/08/2015,208908,301957,POINT (-73.91653703668146 40.773980426132596),7,0,OnCurb,Alive,Good,Malus,crab apple,None,None,NoDamage,TreesCount Staff,RootOther,No,No,Yes,No,No,No,No,No,No,23-078 28 STREET,11105,Astoria,401,4,Queens,22,36,12,QN72,Steinway,4009700,New York,40.77398043,-73.91653704,1007366.99476,221269.756657
08/24/2015,171072,348735,POINT (-73.83851484243755 40.72152324624819),9,0,OnCurb,Alive,Good,Koelreuteria paniculata,golden raintree,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,72-010 112 STREET,11375,Forest Hills,406,4,Queens,29,27,15,QN17,Forest Hills,4075702,New York,40.72152325,-73.83851484,1029012.25692,202188.16818
08/12/2015,140581,302283,POINT (-73.90997643765024 40.779210292579535),2,0,OnCurb,Alive,Good,Quercus shumardii,Schumard's oak,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,28-001 21 AVENUE,11105,Astoria,401,4,Queens,22,36,13,QN72,Steinway,4011100,New York,40.77921029,-73.90997644,1009182.14533,223176.971347
08/17/2015,152134,415395,POINT (-74.12754757068181 40.56768571668598),2,0,OnCurb,Alive,Good,Koelreuteria paniculata,golden raintree,1or2,None,NoDamage,Volunteer,TrunkOther,No,No,No,No,No,Yes,No,No,No,17 AMBER STREET,10306,Staten Island,503,5,Staten Island,50,62,24,SI25,Oakwood-Oakwood Beach,5013800,New York,40.56768572,-74.12754757,948813.325783,146125.476172
08/26/2015,178431,321656,POINT (-73.73555683965436 40.76110810067751),13,0,OnCurb,Alive,Good,Koelreuteria paniculata,golden raintree,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,52-008 248 STREET,11362,Little Neck,411,4,Queens,19,26,11,QN45,Douglas Manor-Douglaston-Little Neck,4150701,New York,40.7611081,-73.73555684,1057507.69665,216679.505995
08/30/2015,188410,340716,POINT (-73.88947765679694 40.74913642953335),4,0,OnCurb,Dead,,,,,,,Volunteer,,No,No,No,No,No,No,No,No,No,76-002 37 AVENUE,11372,Jackson Heights,403,4,Queens,25,39,13,QN28,Jackson Heights,4028700,New York,40.74913643,-73.88947766,1014873.13166,212226.578877
